"Item","Cond","ProductionPercentage","AssociationRating","InferenceRating","CoherenceRating","ContextSentence","ContextEvent","TargetSentence","Target","Continuation","InferenceType","InferenceQuestion","NegationType","TargetVerb","ProductionQuestion","ProductionList","ProductionResponsesAll","ProductionFreqList"
53,"A",0.2,6.4,6.6,6.9,"Gestern hat die Schwiegermutter etwas","gebacken.","Sie fand, dass der","Teig","diesmal besonders gut gelungen war.","instrument","Für wie wahrscheinlich halten Sie es, dass die Schwiegermutter etwas gebacken hat?","nie","finden","Jemand hat etwas gebacken.",1,"Kuchen, Ofen, Mehl - Brot, Kuchen, Backofen - Kuchen, Muffin, Mehl, Zucker - Kuchen, Backofen, Kuchenform - Bäcker, Brot, Geschmack - Kuchen, Ofen, Teig - Kuchen, Ofen, Muffins - Kuchen, Kekse, Küche - Kuchen, Kekse, Teigrolle - Ofen, Mehl, Duft - Kuchen, Kekse, Oma, - Kuchen, Zucker, Kalorien, Obst, Backpulver, Herd - Kuchen, Kekse, Torte - Kuchen, Backofen, Teig - Kuchen, Küche, Schürze","Kuchen 13 Kekse 4 Ofen 4 Backofen 3 Mehl 3 Brot 2 Küche 2 Teig 2 Zucker 2 Bäcker 1 Backpulver 1 Duft 1 Geschmack 1 Herd 1 Kalorien 1 Kuchenform 1 Muffin 1 Muffins 1 Obst 1 Oma 1 Schürze 1 Teigrolle 1 Torte 1"
53,"B",0,4.7,6.6,6.5,"Gestern hat die Schwiegermutter etwas","vorbereitet.","Sie fand, dass der","Teig","diesmal besonders gut gelungen war.","instrument","Für wie wahrscheinlich halten Sie es, dass die Schwiegermutter etwas gebacken hat?","nie","finden","Jemand hat etwas vorbereitet.",2,"Geburtstag, Party, Mahlzeit - Schere, Papier, Geld - Überraschung, Freude, Spaß - Präsentation, Vortrag, Arbeit - Klausur, Essen, Freude - Präsentation, Schule, Universität, Computer, Dokument - Essen, Präsentation, Unterricht - Plan, Kochen, Zutaten - Kuchen, Party, Arbeit - Planung, Lehrer, Presentation - Präsentation, Mappe, Referat, Unterricht - PowerPoint, Uni, Dozent - Essen, Party, Geschirr - Essen, Fest, Planung - Geburtstag, Feier, Gäste","Essen 4 Präsentation 4 Party 3 Arbeit 2 Freude 2 Geburtstag 2 Planung 2 Unterricht 2 Computer 1 Dokument 1 Dozent 1 Feier 1 Fest 1 Gäste 1 Geld 1 Geschirr 1 Klausur 1 Kochen 1 Kuchen 1 Lehrer 1 Mahlzeit 1 Mappe 1 Papier 1 Plan 1 PowerPoint 1 Presentation 1 Referat 1 Schere 1 Schule 1 Spaß 1 Überraschung 1 Uni 1 Universität 1 Vortrag 1 Zutaten 1"
53,"C",NA,6.4,3.1,1,"Die Schwiegermutter hat nie etwas","gebacken.","Sie fand, dass der","Teig","diesmal besonders gut gelungen war.","instrument","Für wie wahrscheinlich halten Sie es, dass die Schwiegermutter etwas gebacken hat?","nie","finden",NA,NA,NA,NA
53,"D",NA,4.7,5.4,2.1,"Die Schwiegermutter hat nie etwas","vorbereitet.","Sie fand, dass der","Teig","diesmal besonders gut gelungen war.","instrument","Für wie wahrscheinlich halten Sie es, dass die Schwiegermutter etwas gebacken hat?","nie","finden",NA,NA,NA,NA
54,"A",0.13,6.2,7,6.7,"Letzte Nacht wurde in dem Reihenhaus auf dem Hügel","eingebrochen.","Die Mieter teilten mit, dass das","Brecheisen","später neben der Eingangstür gefunden wurde.","instrument","Für wie wahrscheinlich halten Sie es, dass in dem Reihenhaus eingebrochen wurde?","kein+je","mitteilen","In etwas wurde eingebrochen.",2,"Diebstahl, Geld, Schaden - Fenster, Haus, Diebstahl - Räuber, Polizei, Haus - Diebstahl, Haus, Wertgegenstände - Fenster, Brecheisen, Geld - Haus, Fenster, Scherben, Schmuck, Geld - Raub, Überfall, Täter - Haus, Räuber, Diebesgut - Glass, Schaden, Diebstahl - Brecheisen, Strurmhaube, Dieb - Laden, Dieb, Räuber, Verlust - Dieb, Villa, Diadem, Blyton - Haus, Geschäft, Fenster - Museum, Haus, Villa - Juwelier, Geschäft, Auto, Wohnung","Haus 7 Diebstahl 4 Fenster 4 Dieb 3 Geld 3 Räuber 3 Brecheisen 2 Geschäft 2 Schaden 2 Villa 2 Auto 1 Blyton 1 Diadem 1 Diebesgut 1 Glass 1 Juwelier 1 Laden 1 Museum 1 Polizei 1 Raub 1 Scherben 1 Schmuck 1 Strurmhaube 1 Täter 1 Überfall 1 Verlust 1 Wertgegenstände 1 Wohnung 1"
54,"B",0,5.1,4.8,6.2,"Letzte Nacht wurde in dem Reihenhaus auf dem Hügel","randaliert.","Die Mieter teilten mit, dass das","Brecheisen","später neben der Eingangstür gefunden wurde.","instrument","Für wie wahrscheinlich halten Sie es, dass in dem Reihenhaus eingebrochen wurde?","kein+je","mitteilen","In etwas wurde randaliert.",1,"Gewalt, Zerstörungswut, Mob - Stadion, Fußball, Fans - Verwüstung, Chaos, Zerstörung - Zerstörung, Wut, Kampf, Meute - Geschäft, Polizei, Täter - Kneipe, Betrunkene, Graffiti - Haus, Party, Jugend - Chaos, Scherben, Wut - Haus, Polizei, Grafitti - Schaden, Grund, Geld - Stadium, Hooligans, Proteste, Schwarzer Block, - Discothek, Zugwagon, Kaufhaus, autonomes Zentrum, Straße, Gefängnis - Protest, Lärm, Fußball, Straße - Disco, Party, Alkohol - Sperrmüll, Stiefel, Auto","Chaos 2 Fußball 2 Haus 2 Party 2 Polizei 2 Straße 2 Wut 2 Zerstörung 2 Alkohol 1 Auto 1 autonomes 1 Betrunkene 1 Block 1 Disco 1 Discothek 1 Fans 1 Gefängnis 1 Geld 1 Geschäft 1 Gewalt 1 Graffiti 1 Grafitti 1 Grund 1 Hooligans 1 Jugend 1 Kampf 1 Kaufhaus 1 Kneipe 1 Lärm 1 Meute 1 Mob 1 Protest 1 Proteste 1 Schaden 1 Scherben 1 Schwarzer 1 Sperrmüll 1 Stadion 1 Stadium 1 Stiefel 1 Täter 1 Verwüstung 1 Zentrum 1 Zerstörungswut 1 Zugwagon 1"
54,"C",NA,6.2,3.7,2,"In keinem Reihenhaus auf dem Hügel wurde je","eingebrochen.","Die Mieter teilten mit, dass das","Brecheisen","später neben der Eingangstür gefunden wurde.","instrument","Für wie wahrscheinlich halten Sie es, dass in dem Reihenhaus eingebrochen wurde?","kein+je","mitteilen",NA,NA,NA,NA
54,"D",NA,5.1,4.4,1.1,"In keinem Reihenhaus auf dem Hügel wurde je","randaliert.","Die Mieter teilten mit, dass das","Brecheisen","später neben der Eingangstür gefunden wurde.","instrument","Für wie wahrscheinlich halten Sie es, dass in dem Reihenhaus eingebrochen wurde?","kein+je","mitteilen",NA,NA,NA,NA
56,"A",0.07,6.7,6.6,6.1,"Letztes Wochenende ist die Pilotin","angeln gegangen.","Sie sagte, dass der","Köder","aus dem Fachgeschäft hervorragend funktioniert hat.","instrument","Für wie wahrscheinlich halten Sie es, dass die Pilotin angeln gegangen ist?","niemals","sagen","Jemand ist angeln gegangen.",2,"Fische, Wasser, Würmer - Fisch, Angelhaken, Boot, Fischerhut - Tierquälerei, Stuhl, Fisch - Angel, Fisch, Fluss, See - Angler, Fischer, Langeweile - Angel, Fisch, Boot, Haken, Wurm - Fisch, See, Angel - Fisch, Boot, Wasser - Fisch, Angler, Boot - Fisch, Angel, Teich, Räucherofen - Fisch, See, Rute - Fisch, Rute, See - Fisch, Teich, Bach - Fisch, Schnurr, Köder","Fisch 12 Angel 4 Boot 4 See 4 Angler 2 Rute 2 Teich 2 Wasser 2 Angelhaken 1 Bach 1 Fische 1 Fischer 1 Fischerhut 1 Fluss 1 Haken 1 Köder 1 Langeweile 1 Räucherofen 1 Schnurr 1 Stuhl 1 Tierquälerei 1 Wurm 1 Würmer 1"
56,"B",0,4.3,6.4,5.7,"Letztes Wochenende ist die Pilotin","zum See gegangen.","Sie sagte, dass der","Köder","aus dem Fachgeschäft hervorragend funktioniert hat.","instrument","Für wie wahrscheinlich halten Sie es, dass die Pilotin angeln gegangen ist?","niemals","sagen","Jemand ist zum See gegangen.",1,"Boot, Seefahrer, Leuchtturm, Fisch - Wasser, Bakterien, Poolnudel, Sommer, Gefahr - Sommer, Sonne, Freunde - Handtuch, Sonnenbrille, Sonnencreme - Schwimmen, Nässe, Boot - Baden, Schwimmen, Boot - Wasser, Sommer, Boot - Sprung, Steg, Sonne, Wasser - Badehose, Wasser, Sonne - See, Wasser, Sonne - Wasser, Wärme, Sommer - Kapitänsmütze, Wollpulli, Schiff - Grillen, Sommer, Bad - Wasser, Sonne, Fröhlichkeit - Natur, Wasser, Sommer","Wasser 8 Sommer 6 Sonne 5 Boot 4 Schwimmen 2 Bad 1 Badehose 1 Baden 1 Bakterien 1 Fisch 1 Freunde 1 Fröhlichkeit 1 Gefahr 1 Grillen 1 Handtuch 1 Kapitänsmütze 1 Leuchtturm 1 Nässe 1 Natur 1 Poolnudel 1 Schiff 1 See 1 Seefahrer 1 Sonnenbrille 1 Sonnencreme 1 Sprung 1 Steg 1 Wärme 1 Wollpulli 1"
56,"C",NA,6.7,3.8,1.2,"Die Pilotin ist niemals","angeln gegangen.","Sie sagte, dass der","Köder","aus dem Fachgeschäft hervorragend funktioniert hat.","instrument","Für wie wahrscheinlich halten Sie es, dass die Pilotin angeln gegangen ist?","niemals","sagen",NA,NA,NA,NA
56,"D",NA,4.3,5,1.8,"Die Pilotin ist niemals","zum See gegangen.","Sie sagte, dass der","Köder","aus dem Fachgeschäft hervorragend funktioniert hat.","instrument","Für wie wahrscheinlich halten Sie es, dass die Pilotin angeln gegangen ist?","niemals","sagen",NA,NA,NA,NA
57,"A",0.2,6.8,6.8,6,"Vor einigen Jahren hat eine Enkelin der Gräfin","promoviert.","Die Universität bestätigt, dass der","Doktortitel","mit einer besonderen Auszeichnung verliehen wurde.","consequence","Für wie wahrscheinlich halten Sie es, dass die Enkelin der Gräfin promoviert hat?","kein+jemals","bestätigen","Jemand hat promoviert.",1,"Universität, Leistung, Wissen - Arzt, Doktor, Dokument - Doktortitel, Uni, Arbeit - Erfolg, Party, Arbeit - Doktor, Titel | Doktortitel, Arbeit - Uni, Abschluss, Doktor - Doktor, Universität, Forschung, Studium - Universität, Abschluss, Arbeit - Universität, Abschluss, Forschung - Doktor, Universität, Professor - Student, Studentin, Studierender - Doktortitel, Zeit, Leistung, Arbeit - Fleiß, Geld, Arbeit - Doktor, Universität, Akademie - Doktorarbeit, Universität, Professor","Universität 7 Arbeit 6 Doktor 6 Abschluss 3 Doktortitel 3 Forschung 2 Leistung 2 Professor 2 Uni 2 Akademie 1 Arzt 1 Doktorarbeit 1 Dokument 1 Erfolg 1 Fleiß 1 Geld 1 Party 1 Student 1 Studentin 1 Studierender 1 Studium 1 Titel 1 Wissen 1 Zeit 1"
57,"B",0,5.9,6.3,5.7,"Vor einigen Jahren hat eine Enkelin der Gräfin","studiert.","Die Universität bestätigt, dass der","Doktortitel","mit einer besonderen Auszeichnung verliehen wurde.","consequence","Für wie wahrscheinlich halten Sie es, dass die Enkelin der Gräfin promoviert hat?","kein+jemals","bestätigen","Jemand hat studiert.",2,"Universität, Buch, Klausur - Hochschule, Stuhl, Hörsaal - Professor, Universität, Vorlesung, Morgen - Bibliothek, Universität, Doktor - Universität, Student, Arbeit - Universität, Akademiker, Bibliothek - Universität, Studiengang, Professor - Uni, Wissen, Schule - Fachkenntnisse, Abschluss, Beruf - Unterricht, Universität, Professor - Universität, Arbeit, Literatur, Zeugnis, Abschluss - Tasche, Stift, Brille - BWL, Universität, Medizin - Universität, Bachelor, Master - Wissen, Arbeit, Student","Universität 10 Arbeit 3 Professor 3 Abschluss 2 Bibliothek 2 Student 2 Wissen 2 Akademiker 1 Bachelor 1 Beruf 1 Brille 1 Buch 1 BWL 1 Doktor 1 Fachkenntnisse 1 Hochschule 1 Hörsaal 1 Klausur 1 Literatur 1 Master 1 Medizin 1 Morgen 1 Schule 1 Stift 1 Studiengang 1 Stuhl 1 Tasche 1 Uni 1 Unterricht 1 Vorlesung 1 Zeugnis 1"
57,"C",NA,6.8,2.2,1,"Keine Enkelin der Gräfin hat jemals","promoviert.","Die Universität bestätigt, dass der","Doktortitel","mit einer besonderen Auszeichnung verliehen wurde.","consequence","Für wie wahrscheinlich halten Sie es, dass eine Enkelin der Gräfin promoviert hat?","kein+jemals","bestätigen",NA,NA,NA,NA
57,"D",NA,5.9,2.9,1.8,"Keine Enkelin der Gräfin hat jemals","studiert.","Die Universität bestätigt, dass der","Doktortitel","mit einer besonderen Auszeichnung verliehen wurde.","consequence","Für wie wahrscheinlich halten Sie es, dass eine Enkelin der Gräfin promoviert hat?","kein+jemals","bestätigen",NA,NA,NA,NA
58,"A",0.27,6.6,6.5,6.6,"In diesem Semester hat die Studentin ihre Hausarbeit","kopiert.","Sie war erleichtert darüber, dass das","Plagiat","von den Professoren unbemerkt blieb.","consequence","Für wie wahrscheinlich halten Sie es, dass die Studentin ihre Hausarbeit kopiert hat?","nicht","erleichtert sein","Jemand hat etwas kopiert.",2,"Kopierer, Papier, Licht - Drucker, Papier, Patrone - Kopierer, Drucker, Büro, Papier - Copy, Paste, Plagiat - Kopiergerät, Faulheit, Lehrer - Kopierer, Blatt, Foto - Kopierer, Buch, Plagiat - Test, Papier, Kopierer - Computer, Kunst, Büro - Kopierer, Papier, Tinte, Universität, Büro - Kopierer, Büro, Plagiat, Papier, Toner - Kopierer, Blatt, Brief - Drucker, Kopie, Plagiat - Kopierer, Papierstau, Arbeitsblätter - Kopierer, Papier, Farbe","Kopierer 10 Papier 7 Büro 4 Plagiat 4 Drucker 3 Blatt 2 Arbeitsblätter 1 Brief 1 Buch 1 Computer 1 Copy 1 Farbe 1 Faulheit 1 Foto 1 Kopie 1 Kopiergerät 1 Kunst 1 Lehrer 1 Licht 1 Papierstau 1 Paste 1 Patrone 1 Test 1 Tinte 1 Toner 1 Universität 1"
58,"B",0,2.6,6.7,6.4,"In diesem Semester hat die Studentin ihre Hausarbeit","beendet.","Sie war erleichtert darüber, dass das","Plagiat","von den Professoren unbemerkt blieb.","consequence","Für wie wahrscheinlich halten Sie es, dass die Studentin ihre Hausarbeit kopiert hat?","nicht","erleichtert sein","Jemand hat etwas beendet.",1,"Uni, Klausur, Spiel - Beziehung, Verhältnis, Freundschaft - Vertrag, Arbeit, Studium - Schluss, Trennung, Schnitt - Trennung, Beziehung, Schluss - Beziehung, Aufgabe, Projekt - Studium, Leben, Freundschaft - Zeit, Aufgabe, Geduld - Abschluss, Ende, Neuanfang - Beziehung, Partnerschaft, Liebe - Beziehung, Verhältnis, Arbeit - Beziehung, Schule, Studium - Ziel, Feierabend, Bier - Party, Erfolg, Zukunft - Beziehung, Spiel, Arbeit","Beziehung 7 Arbeit 3 Studium 3 Aufgabe 2 Freundschaft 2 Schluss 2 Spiel 2 Trennung 2 Verhältnis 2 Abschluss 1 Bier 1 Ende 1 Erfolg 1 Feierabend 1 Geduld 1 Klausur 1 Leben 1 Liebe 1 Neuanfang 1 Partnerschaft 1 Party 1 Projekt 1 Schnitt 1 Schule 1 Uni 1 Vertrag 1 Zeit 1 Ziel 1 Zukunft 1"
58,"C",NA,6.6,3.5,1.7,"Die Studentin hat ihre Hausarbeit nicht","kopiert.","Sie war erleichtert darüber, dass das","Plagiat","von den Professoren unbemerkt blieb.","consequence","Für wie wahrscheinlich halten Sie es, dass die Studentin ihre Hausarbeit kopiert hat?","nicht","erleichtert sein",NA,NA,NA,NA
58,"D",NA,2.6,5.5,2.5,"Die Studentin hat ihre Hausarbeit nicht","beendet.","Sie war erleichtert darüber, dass das","Plagiat","von den Professoren unbemerkt blieb.","consequence","Für wie wahrscheinlich halten Sie es, dass die Studentin ihre Hausarbeit kopiert hat?","nicht","erleichtert sein",NA,NA,NA,NA
